dataset,method,n_genes,classifier,accuracy_mean,accuracy_std,time_selection
ascendens_baseline,MFM1,2,RF,0.5495238095238094,0.07137140569598169,0.0
ascendens_baseline,MFM1,2,SVM,0.5857142857142856,0.12519372742975224,0.0
ascendens_baseline,MFM1,3,kNN-1,0.5609523809523809,0.0712951134179539,0.0
ascendens_baseline,MFM1,3,kNN-3,0.5876190476190477,0.053841120095628824,0.0
ascendens_baseline,MFM1,3,NaiveBayes,0.6,0.10239756232926181,0.0
ascendens_baseline,MFM1,3,DTree,0.6133333333333333,0.2211780456807512,0.0
ascendens_baseline,MFM1,3,RF,0.6276190476190475,0.08205965420395434,0.0
ascendens_baseline,MFM1,3,SVM,0.6133333333333333,0.10456258094238746,0.0
ascendens_baseline,MFM1,5,kNN-1,0.5895238095238096,0.0945882591842677,0.0
ascendens_baseline,MFM1,5,kNN-3,0.44952380952380944,0.10898833905462832,0.0
ascendens_baseline,MFM1,5,NaiveBayes,0.5733333333333333,0.07885806302660743,0.0
ascendens_baseline,MFM1,5,DTree,0.43619047619047613,0.1017577934414711,0.0
ascendens_baseline,MFM1,5,RF,0.5485714285714286,0.09746910668191032,0.0
ascendens_baseline,MFM1,5,SVM,0.5609523809523809,0.05749100294394883,0.0
ascendens_baseline,MFM1,7,kNN-1,0.5057142857142857,0.08668236383224955,0.0
ascendens_baseline,MFM1,7,kNN-3,0.5047619047619047,0.11236480917144859,0.0
ascendens_baseline,MFM1,7,NaiveBayes,0.5876190476190477,0.053841120095628824,0.0
ascendens_baseline,MFM1,7,DTree,0.5695238095238095,0.19704391351898,0.0
ascendens_baseline,MFM1,7,RF,0.5333333333333332,0.13265131692556303,0.0
ascendens_baseline,MFM1,7,SVM,0.5609523809523809,0.05749100294394883,0.0
ascendens_baseline,MFM1,10,kNN-1,0.5066666666666666,0.1260817141359356,0.0
ascendens_baseline,MFM1,10,kNN-3,0.4638095238095238,0.0895238095238095,0.0
ascendens_baseline,MFM1,10,NaiveBayes,0.5742857142857142,0.057269700489039635,0.0
ascendens_baseline,MFM1,10,DTree,0.5828571428571427,0.19437906254185025,0.0
ascendens_baseline,MFM1,10,RF,0.6028571428571429,0.07988654085908864,0.0
ascendens_baseline,MFM1,10,SVM,0.5476190476190477,0.13774997890868226,0.0
